movie_id,title,uri,genre
286217,The Martian,http://dbpedia.org/resource/The_Martian_(film),Drama Adventure Science Fiction
1635,The Island,http://dbpedia.org/resource/The_Island_(2006_film),Action Thriller Science Fiction Adventure
9679,Gone in Sixty Seconds,http://dbpedia.org/resource/Gone_in_60_Seconds_(2000_film),Action Crime Thriller
98,Gladiator,http://dbpedia.org/resource/Gladiator_(2000_film),Action Drama Adventure
180,Minority Report,http://dbpedia.org/resource/Minority_Report_(film),Action Thriller Science Fiction Mystery
672,Harry Potter and the Chamber of Secrets,http://dbpedia.org/resource/Harry_Potter_and_the_Chamber_of_Secrets,Adventure Fantasy Family
36557,Casino Royale,http://dbpedia.org/page/Casino_Royale_(1967_film),Adventure Action Thriller
869,Planet of the Apes,http://dbpedia.org/resource/Planet_of_the_Apes_(2001_film),Thriller Science Fiction Action Adventure
280,Terminator 2: Judgment Day,http://dbpedia.org/resource/Terminator_2:_Judgment_Day,Action Thriller Science Fiction
11322,Public Enemies,http://dbpedia.org/resource/Public_Enemies_(2009_film),History Crime Drama
4982,American Gangster,http://dbpedia.org/resource/American_Gangster_(film),Drama Crime
36955,True Lies,http://dbpedia.org/resource/True_Lies,Action Thriller
18487,The Taking of Pelham 1 2 3,http://dbpedia.org/resource/The_Taking_of_Pelham_123_(2009_film),Thriller Drama Crime
39451,Little Fockers,http://dbpedia.org/resource/Little_Fockers,Comedy Romance
27581,The Other Guys,http://dbpedia.org/resource/The_Other_Guys,Action Comedy Crime
9268,Eraser,http://dbpedia.org/resource/Eraser_(film),Action Drama Mystery Thriller
68718,Django Unchained,http://dbpedia.org/resource/Django_Unchained,Drama Western
10545,The Hunchback of Notre Dame,http://dbpedia.org/resource/The_Hunchback_of_Notre_Dame_(1996_film),Drama Animation Family
11688,The Emperor's New Groove,http://dbpedia.org/resource/The_Emperor%27s_New_Groove,Adventure Animation Comedy Family Fantasy
76163,The Expendables 2,http://dbpedia.org/resource/The_Expendables_2,Action Adventure Thriller
2059,National Treasure,http://dbpedia.org/resource/National_Treasure_(film),Adventure Action Thriller Mystery
2486,Eragon,http://dbpedia.org/resource/Eragon_(film),Fantasy Action Adventure Family
16523,Where the Wild Things Are,http://dbpedia.org/resource/Where_the_Wild_Things_Are_(film),Family Fantasy
116711,Epic,http://dbpedia.org/resource/Epic_(2013_film),Animation Adventure Family Fantasy
37710,The Tourist,http://dbpedia.org/resource/The_Tourist_(2010_film),Action Thriller Romance
9946,End of Days,http://dbpedia.org/resource/End_of_Days_(film),Action Fantasy Horror Mystery
1372,Blood Diamond,http://dbpedia.org/resource/Blood_Diamond_(film),Drama Thriller Action
106646,The Wolf of Wall Street,http://dbpedia.org/resource/The_Wolf_of_Wall_Street_(2013_film),Crime Drama Comedy
414,Batman Forever,http://dbpedia.org/resource/Batman_Forever,Action Crime Fantasy
56292,Mission: Impossible - Ghost Protocol,http://dbpedia.org/resource/Mission:_Impossible_-_Ghost_Protocol,Action Thriller Adventure
123,Mission: Impossible (film),http://dbpedia.org/resource/Mission:_Impossible_(film),Action Thriller Adventure
