movie_id,title,uri,genre,recommendation
118,Charlie and the Chocolate Factory,http://dbpedia.org/resource/Charlie_and_the_Chocolate_Factory_(film),Adventure Comedy Family Fantasy,Night at the Museum: Secret of the Tomb#Asterix at the Olympic Games
2062,Ratatouille,http://dbpedia.org/resource/Ratatouille_(film),Animation Comedy Family Fantasy,The Smurfs 2#Stuart Little
272,Batman Begins,http://dbpedia.org/resource/Batman_Begins,Action Crime Drama,The Dark Knight Rises#The Dark Knight#Interstellar#Inception
10527,Madagascar: Escape 2 Africa,http://dbpedia.org/resource/Madagascar:_Escape_2_Africa,Family Animation,Tangled#Monsters University#WALLÃ‚Â·E#Kung Fu Panda 2#Madagascar 3: Europe's Most Wanted#Turbo#Dinosaur#Home on the Range
18360,Night at the Museum: Battle of the Smithsonian,http://dbpedia.org/resource/Night_at_the_Museum:_Battle_of_the_Smithsonian,Adventure Fantasy Action Comedy Family,Night at the Museum
2080,X-Men Origins: Wolverine,http://dbpedia.org/resource/X-Men_Origins:_Wolverine,Adventure Action Thriller Science Fiction,Battleship#Jurassic World#Green Lantern#G.I. Joe: The Rise of Cobrav#The Hunger Games: Mockingjay - Part 2#Terminator Genisys#The Matrix Revolutions#The Matrix Reloaded#Mad Max: Fury Road#Armageddon#G.I. Joe: Retaliation#The Hunger Games: Catching Fire#The Hunger Games: Mockingjay - Part 1#X2#The Day After Tomorrow#The Island#Planet of the Apes
605,The Matrix Revolutions,http://dbpedia.org/resource/The_Matrix_Revolutions,Adventure Action Thriller Science Fiction,The Matrix Reloaded
109445,Frozen,http://dbpedia.org/resource/Frozen_(2013_film),Animation Adventure Family,The Good Dinosaur#Mars Needs Moms#Mr. Peabody & Sherman
604,The Matrix Reloaded,http://dbpedia.org/resource/The_Matrix_Reloaded,Adventure Action Thriller Science Fiction,The Matrix Revolutions
76338,Thor: The Dark World,http://dbpedia.org/resource/Thor:_The_Dark_World,Action Adventure Fantasy,Pirates of the Caribbean: At World's End#Spider-Man 3#Batman v Superman: Dawn of Justice#Pirates of the Caribbean: Dead Man's Chest#Pirates of the Caribbean: On Stranger Tides#The Hobbit: The Battle of the Five Armies#The Amazing Spider-Man#Spider-Man 2#The Amazing Spider-Man 2#The Mummy: Tomb of the Dragon Emperor#The Hobbit: An Unexpected Journey#Warcraft#Thor#Pirates of the Caribbean: The Curse of the Black Pearl#Clash of the Titans#The 13th Warrior#The Lord of the Rings: The Fellowship of the Ring
76341,Mad Max: Fury Road,http://dbpedia.org/resource/Mad_Max:_Fury_Road,Action Adventure Science Fiction Thriller,Battleship#Jurassic World#Green Lantern#G.I. Joe: The Rise of Cobrav#The Hunger Games: Mockingjay - Part 2#Terminator Genisys#X-Men Origins: Wolverine#The Matrix Revolutions#The Matrix Reloaded#Armageddon#G.I. Joe: Retaliation#The Hunger Games: Catching Fire#The Hunger Games: Mockingjay - Part 1#X2#The Day After Tomorrow#The Island#Planet of the Apes
13448,Angels & Demons,http://dbpedia.org/resource/Angels_%26_Demons_(film),Thriller Mystery,The Da Vinci Code
10195,Thor,http://dbpedia.org/resource/Thor_(film),Adventure Fantasy Action,Pirates of the Caribbean: At World's End#Spider-Man 3#Batman v Superman: Dawn of Justice#Pirates of the Caribbean: Dead Man's Chest#Pirates of the Caribbean: On Stranger Tides#The Hobbit: The Battle of the Five Armies#The Amazing Spider-Man#Spider-Man 2#The Amazing Spider-Man 2#The Mummy: Tomb of the Dragon Emperor#The Hobbit: An Unexpected Journey#Warcraft#Thor: The Dark World#Pirates of the Caribbean: The Curse of the Black Pearl#Clash of the Titans#The 13th Warrior#The Lord of the Rings: The Fellowship of the Ring
13053,Bolt,http://dbpedia.org/resource/Bolt_(2008_film),Animation Family Adventure Comedy,Cars 2#Up#Wreck-It Ralph#Bee Movie#Flushed Away#Penguins of Madagascar#Kung Fu Panda#Rio 2#Stuart Little 2
19585,G-Force,http://dbpedia.org/resource/G-Force_(film),Fantasy Action Adventure Family Comedy,Night at the Museum: Battle of the Smithsonian#Night at the Museum
57165,Wrath of the Titans,http://dbpedia.org/resource/Wrath_of_the_Titans,Adventure,Master and Commander: The Far Side of the World
62213,Dark Shadows,http://dbpedia.org/resource/Dark_Shadows_(film),Comedy Fantasy,Alice in Wonderland#Charlie and the Chocolate Factory#Planet of the Apes
177677,Mission: Impossible - Rogue Nation,http://dbpedia.org/resource/Mission:_Impossible_-_Rogue_Nation,Action Adventure Thriller,Mission: Impossible (film)
7978,The Wolfman,http://dbpedia.org/resource/The_Wolfman_(2010_film),Drama Horror Thriller,Captain America: The First Avenger
5559,Bee Movie,http://dbpedia.org/resource/Bee_Movie,Family Animation Adventure Comedy,Penguins of Madagascar
49444,Kung Fu Panda 2,http://dbpedia.org/resource/Kung_Fu_Panda_2,Animation Family,Tangled#Monsters University#WALLÃ‚Â·E#Madagascar: Escape 2 Africa#Madagascar 3: Europe's Most Wanted#Turbo#Dinosaur#Home on the Range
10196,The Last Airbender,http://dbpedia.org/resource/The_Last_Airbender,Action Adventure Family Fantasy,Eragon
956,Mission: Impossible III,http://dbpedia.org/resource/Mission:_Impossible_III,Adventure Action Thriller,Quantum of Solace#Skyfall#Mission: Impossible - Rogue Nation#Die Another Day#The World Is Not Enough#Mission: Impossible II#Dante's Peak#Tomorrow Never Dies#Speed 2: Cruise Control#Casino Royale#The Expendables 2#Mission: Impossible - Ghost Protocol#Mission: Impossible (film)
117251,White House Down,http://dbpedia.org/resource/White_House_Down,Action Drama Thriller,San Andreas#Blood Diamond
50321,Mars Needs Moms,http://dbpedia.org/resource/Mars_Needs_Moms,Adventure Animation Family,The Good Dinosaur#Frozen#Mr. Peabody & Sherman
11619,Flushed Away,http://dbpedia.org/resource/Flushed_Away,Adventure Animation Comedy Family,Cars 2#Up#Wreck-It Ralph#Bolt#Bee Movie#Penguins of Madagascar#Kung Fu Panda#Rio 2#Stuart Little 2
266647,Pan,http://dbpedia.org/resource/Pan_(2015_film),Adventure Family Fantasy,Harry Potter and the Half-Blood Prince#The Chronicles of Narnia: Prince Caspian#Alice in Wonderland#Oz: The Great and Powerful#The Chronicles of Narnia: The Voyage of the Dawn Treader#Harry Potter and the Goblet of Fire#The BFG#Harry Potter and the Prisoner of Azkaban#Harry Potter and the Philosopher's Stone#Harry Potter and the Chamber of Secrets
82703,Mr. Peabody & Sherman,http://dbpedia.org/resource/Mr._Peabody_%26_Sherman,Animation Adventure Family,The Good Dinosaur#Frozen#Mars Needs Moms
652,Troy,http://dbpedia.org/resource/Troy_(film),Adventure Drama War,Poseidon#The Perfect Storm
80321,Madagascar 3: Europe's Most Wanted,http://dbpedia.org/resource/Madagascar_3:_Europe%27s_Most_Wanted,Animation Family,Tangled#Monsters University#WALLÃ‚Â·E#Madagascar: Escape 2 Africa#Kung Fu Panda 2#Turbo#Dinosaur#Home on the Range
36669,Die Another Day,http://dbpedia.org/resource/Die_Another_Day,Adventure Action Thriller,Quantum of Solace#Skyfall#Mission: Impossible - Rogue Nation#Mission: Impossible III#The World Is Not Enough#Mission: Impossible II#Dante's Peak#Tomorrow Never Dies#Speed 2: Cruise Control#Casino Royale#The Expendables 2#Mission: Impossible - Ghost Protocol#Mission: Impossible (film)
43074,Ghostbusters,http://dbpedia.org/resource/Ghostbusters,Action Fantasy Comedy,Mr. Peabody & Sherman#Penguins of Madagascar#How Do You Know#The Aviator#Stuart Little
95,Armageddon,http://dbpedia.org/resource/Armageddon_(1998_film),Action Thriller Science Fiction Adventure,Battleship#Jurassic World#Green Lantern#G.I. Joe: The Rise of Cobrav#The Hunger Games: Mockingjay - Part 2#Terminator Genisys#X-Men Origins: Wolverine#The Matrix Revolutions#The Matrix Reloaded#Mad Max: Fury Road#G.I. Joe: Retaliation#The Hunger Games: Catching Fire#The Hunger Games: Mockingjay - Part 1#X2#The Day After Tomorrow#The Island#Planet of the Apes
608,Men in Black II,http://dbpedia.org/resource/Men_in_Black_II,Action Comedy Science Fiction,Men in Black 3
2310,Beowulf,http://dbpedia.org/resource/Beowulf_(2007_film),Adventure Action Animation,A Christmas Carol#The Polar Express
140300,Kung Fu Panda 3,http://dbpedia.org/resource/Kung_Fu_Panda_3,Action Adventure Animation Comedy Family,Big Hero 6
81188,Rise of the Guardians,http://dbpedia.org/resource/Rise_of_the_Guardians,Fantasy Animation Family,Mission: Impossible III#Total Recall#Stuart Little
7552,Fun with Dick and Jane,http://dbpedia.org/resource/Fun_with_Dick_and_Jane_(2005_film),Comedy,Gulliver's Travels
616,The Last Samurai,http://dbpedia.org/resource/The_Last_Samurai,Drama Action War History,Windtalkers#The Patriot
147441,Exodus: Gods and Kings,http://dbpedia.org/resource/Exodus:_Gods_and_Kings,Adventure Drama Action,Gladiator
13475,Star Trek,http://dbpedia.org/resource/Star_Trek_(film),Science Fiction Action Adventure,Star Trek Into Darkness
557,Spider-Man,http://dbpedia.org/resource/Spider-Man_(2002_film),Fantasy Action,Hancock
82702,How to Train Your Dragon 2,http://dbpedia.org/resource/How_to_Train_Your_Dragon_2,Fantasy Action Adventure Animation Comedy Family,Brave
205584,Gods of Egypt,http://dbpedia.org/resource/Gods_of_Egypt_(film),Fantasy,Alice Through the Looking Glass
10048,Stealth,http://dbpedia.org/resource/Stealth_(film),Action,Furious 7
13183,Watchmen,http://dbpedia.org/resource/Watchmen_(film),Action Mystery Science Fiction,Batman v Superman: Dawn of Justice#Man of Steel
944,Lethal Weapon 4,http://dbpedia.org/resource/Lethal_Weapon_4,Action Adventure Comedy Crime Thriller,Bad Boys II#Ocean's Twelve
1927,Hulk,http://dbpedia.org/resource/Hulk_(film),Drama Action Science Fiction,Real Steel
72559,G.I. Joe: Retaliation,http://dbpedia.org/resource/G.I._Joe:_Retaliation,Adventure Action Science Fiction Thriller,Battleship#Jurassic World#Green Lantern#G.I. Joe: The Rise of Cobrav#The Hunger Games: Mockingjay - Part 2#Terminator Genisys#X-Men Origins: Wolverine#The Matrix Revolutions#The Matrix Reloaded#Mad Max: Fury Road#Armageddon#The Hunger Games: Catching Fire#The Hunger Games: Mockingjay - Part 1#X2#The Day After Tomorrow#The Island#Planet of the Apes
7364,Sahara,http://dbpedia.org/resource/Sahara_(2005_film),Action Adventure Comedy Drama Mystery,The Amazing Spider-Man 2#Wreck-It Ralph#Mission: Impossible III#Penguins of Madagascar#How Do You Know#The Aviator#Stuart Little
2114,Final Fantasy: The Spirits Within,http://dbpedia.org/resource/Final_Fantasy:_The_Spirits_Within,Adventure Action Animation Fantasy Science Fiction Thriller,Mission: Impossible (film)
1771,Captain America: The First Avenger,http://dbpedia.org/resource/Captain_America:_The_First_Avenger,Action Adventure Science Fiction,John Carter#Avengers: Age of Ultron#The Avengers#Captain America: Civil War#Iron Man 3#Transformers: Revenge of the Fallen#Transformers: Age of Extinction#TRON: Legacy#Star Trek Into Darkness#Pacific Rim#Transformers: Dark of the Moon#Star Trek Beyond#Iron Man#Iron Man 2#Captain America: The Winter Soldier#Independence Day: Resurgence#Guardians of the Galaxy#X-Men: First Class#Transformers#Star Trek#The Incredible Hulk#Ant-Man#After Earth#Total Recall#Star Wars: Episode III - Revenge of the Sith#Star Wars: Episode II - Attack of the Clones#Star Wars: Episode I - The Phantom Menace#Ender's Game
36643,The World Is Not Enough,http://dbpedia.org/resource/The_World_Is_Not_Enough,Adventure Action Thriller,Quantum of Solace#Skyfall#Mission: Impossible - Rogue Nation#Mission: Impossible III#Die Another Day#Mission: Impossible II#Dante's Peak#Tomorrow Never Dies#Speed 2: Cruise Control#Casino Royale#The Expendables 2#Mission: Impossible - Ghost Protocol#Mission: Impossible (film)
8619,Master and Commander: The Far Side of the World,http://dbpedia.org/resource/Master_and_Commander:_The_Far_Side_of_the_World,Adventure,Wrath of the Titans
50620,The Twilight Saga: Breaking Dawn - Part 2,http://dbpedia.org/resource/The_Twilight_Saga:_Breaking_Dawn_-_Part_2,Adventure Fantasy Drama Romance,Mission: Impossible (film)
65759,Happy Feet Two,http://dbpedia.org/resource/Happy_Feet_Two,Animation Comedy Family,Toy Story 3
1724,The Incredible Hulk,http://dbpedia.org/resource/The_Incredible_Hulk_(film),Science Fiction Action Adventure,John Carter#Avengers: Age of Ultron#The Avengers#Captain America: Civil War#Iron Man 3#Transformers: Revenge of the Fallen#Transformers: Age of Extinction#TRON: Legacy#Star Trek Into Darkness#Pacific Rim#Transformers: Dark of the Moon#Star Trek Beyond#Iron Man#Iron Man 2#Captain America: The Winter Soldier#Independence Day: Resurgence#Guardians of the Galaxy#X-Men: First Class#Transformers#Star Trek#Captain America: The First Avenger#Ant-Man#After Earth#Total Recall#Star Wars: Episode III - Revenge of the Sith#Star Wars: Episode II - Attack of the Clones#Star Wars: Episode I - The Phantom Menace#Ender's Game
267935,The BFG,http://dbpedia.org/resource/The_BFG_(2016_film),Adventure Family Fantasy,Harry Potter and the Half-Blood Prince#The Chronicles of Narnia: Prince Caspian#Alice in Wonderland#Oz: The Great and Powerful#The Chronicles of Narnia: The Voyage of the Dawn Treader#Harry Potter and the Goblet of Fire#Pan#Harry Potter and the Prisoner of Azkaban#Harry Potter and the Philosopher's Stone#Harry Potter and the Chamber of Secrets
281957,The Revenant,http://dbpedia.org/resource/The_Revenant_(2015_film),Drama Adventure Thriller Western,The Chronicles of Narnia: Prince Caspian#The Amazing Spider-Man 2#Penguins of Madagascar#Stuart Little
77950,Turbo,http://dbpedia.org/resource/Turbo_(film),Animation Family,Tangled#Monsters University#WALLÃ‚Â·E#Madagascar: Escape 2 Africa#Kung Fu Panda 2#Madagascar 3: Europe's Most Wanted#Dinosaur#Home on the Range
44896,Rango,http://dbpedia.org/resource/Rango_(2011_film),Animation Comedy Family Western Adventure,Pirates of the Caribbean: At World's End#Pirates of the Caribbean: Dead Man's Chest#The Lone Ranger#Pirates of the Caribbean: The Curse of the Black Pearl#The Hunger Games: Mockingjay - Part 1
270946,Penguins of Madagascar,http://dbpedia.org/resource/Penguins_of_Madagascar,Family Animation Adventure Comedy,Bee Movie
2503,The Bourne Ultimatum,http://dbpedia.org/resource/The_Bourne_Ultimatum_(film),Action Drama Mystery Thriller,Eraser
9502,Kung Fu Panda,http://dbpedia.org/resource/Kung_Fu_Panda,Adventure Animation Family Comedy,Cars 2#Up#Wreck-It Ralph#Bolt#Bee Movie#Flushed Away#Penguins of Madagascar#Rio 2#Stuart Little 2
102899,Ant-Man,http://dbpedia.org/resource/Ant-Man_(film),Science Fiction Action Adventure,John Carter#Avengers: Age of Ultron#The Avengers#Captain America: Civil War#Iron Man 3#Transformers: Revenge of the Fallen#Transformers: Age of Extinction#TRON: Legacy#Star Trek Into Darkness#Pacific Rim#Transformers: Dark of the Moon#Star Trek Beyond#Iron Man#Iron Man 2#Captain America: The Winter Soldier#Independence Day: Resurgence#Guardians of the Galaxy#X-Men: First Class#Transformers#Star Trek#Captain America: The First Avenger#The Incredible Hulk#After Earth#Total Recall#Star Wars: Episode III - Revenge of the Sith#Star Wars: Episode II - Attack of the Clones#Star Wars: Episode I - The Phantom Menace#Ender's Game
101299,The Hunger Games: Catching Fire,http://dbpedia.org/resource/The_Hunger_Games:_Catching_Fire,Action Adventure Science Fiction Thriller,The Hunger Games: Mockingjay - Part 2
228161,Home,http://dbpedia.org/resource/Home_(2015_film),Fantasy Comedy Animation Science Fiction Family,The Chronicles of Narnia: Prince Caspian#Wreck-It Ralph#Total Recall#The Perfect Storm#How Do You Know#Casino Royale
74,War of the Worlds,http://dbpedia.org/resource/War_of_the_Worlds_(2005_film),Adventure Thriller Science Fiction,Insurgent#Allegiant
8961,Bad Boys II,http://dbpedia.org/resource/Bad_Boys_II,Adventure Action Comedy Thriller Crime,Lethal Weapon 4#Ocean's Twelve
417859,Puss in Boots,http://dbpedia.org/resource/Puss_in_Boots_(2011_film),Action Adventure Animation Family Fantasy,Shrek the Third
27576,Salt,http://dbpedia.org/resource/Salt_(2010_film),Action Mystery Thriller,The Chronicles of Narnia: Prince Caspian#The Amazing Spider-Man 2#Wreck-It Ralph#Penguins of Madagascar#The Perfect Storm#Stuart Little
86834,Noah,http://dbpedia.org/resource/Noah_(2014_film),Drama Adventure,Total Recall#How Do You Know#Casino Royale
673,Harry Potter and the Prisoner of Azkaban,http://dbpedia.org/resource/Harry_Potter_and_the_Prisoner_of_Azkaban_(film),Adventure Fantasy Family,Harry Potter and the Half-Blood Prince#The Chronicles of Narnia: Prince Caspian#Alice in Wonderland#Oz: The Great and Powerful#The Chronicles of Narnia: The Voyage of the Dawn Treader#Harry Potter and the Goblet of Fire#Pan#The BFG#Harry Potter and the Philosopher's Stone#Harry Potter and the Chamber of Secrets
6972,Australia,http://dbpedia.org/resource/Australia_(2008_film),Drama,The Perfect Storm#The Aviator#Ali
82700,After Earth,http://dbpedia.org/resource/After_Earth,Science Fiction Action Adventure,John Carter#Avengers: Age of Ultron#The Avengers#Captain America: Civil War#Iron Man 3#Transformers: Revenge of the Fallen#Transformers: Age of Extinction#TRON: Legacy#Star Trek Into Darkness#Pacific Rim#Transformers: Dark of the Moon#Star Trek Beyond#Iron Man#Iron Man 2#Captain America: The Winter Soldier#Independence Day: Resurgence#Guardians of the Galaxy#X-Men: First Class#Transformers#Star Trek#Captain America: The First Avenger#The Incredible Hulk#Ant-Man#Total Recall#Star Wars: Episode III - Revenge of the Sith#Star Wars: Episode II - Attack of the Clones#Star Wars: Episode I - The Phantom Menace#Ender's Game
10567,Dinosaur,http://dbpedia.org/resource/Dinosaur_(film),Animation Family,Tangled#Monsters University#WALLÃ‚Â·E#Madagascar: Escape 2 Africa#Kung Fu Panda 2#Madagascar 3: Europe's Most Wanted#Turbo#Home on the Range
181533,Night at the Museum: Secret of the Tomb,http://dbpedia.org/resource/Night_at_the_Museum:_Secret_of_the_Tomb,Adventure Comedy Fantasy Family,Charlie and the Chocolate Factory#Asterix at the Olympic Games
38055,Megamind,http://dbpedia.org/resource/Megamind,Animation Action Comedy Family Science Fiction,Madagascar: Escape 2 Africa
671,Harry Potter and the Philosopher's Stone,http://dbpedia.org/resource/Harry_Potter_and_the_Philosopher%27s_Stone_(film),Adventure Fantasy Family,Harry Potter and the Half-Blood Prince#The Chronicles of Narnia: Prince Caspian#Alice in Wonderland#Oz: The Great and Powerful#The Chronicles of Narnia: The Voyage of the Dawn Treader#Pan#The BFG#Harry Potter and the Prisoner of Azkaban#Harry Potter and the Chamber of Secrets
49524,R.I.P.D.,http://dbpedia.org/resource/R.I.P.D.,Fantasy Action Comedy Crime,Insurgent#Allegiant
22,Pirates of the Caribbean: The Curse of the Black Pearl,http://dbpedia.org/resource/Pirates_of_the_Caribbean:_The_Curse_of_the_Black_Pearl,Adventure Fantasy Action,Pirates of the Caribbean: At World's End#Pirates of the Caribbean: Dead Man's Chest
131631,The Hunger Games: Mockingjay - Part 1,http://dbpedia.org/resource/The_Hunger_Games:_Mockingjay_-_Part_1,Action Adventure Science Fiction Thriller,Planet of the Apes
591,The Da Vinci Code,http://dbpedia.org/resource/The_Da_Vinci_Code_(film),Thriller Mystery,Angels & Demons
172385,Rio 2,http://dbpedia.org/resource/Rio_2,Animation Adventure Comedy Family,Cars 2#Up#Wreck-It Ralph#Bolt#Bee Movie#Flushed Away#Penguins of Madagascar#Kung Fu Panda#Stuart Little 2
36658,X2,http://dbpedia.org/resource/X2_(film),Adventure Action Science Fiction Thriller,Battleship#Jurassic World#Green Lantern#G.I. Joe: The Rise of Cobrav#The Hunger Games: Mockingjay - Part 2#Terminator Genisys#X-Men Origins: Wolverine#The Matrix Revolutions#The Matrix Reloaded#Mad Max: Fury Road#Armageddon#G.I. Joe: Retaliation#The Hunger Games: Catching Fire#The Hunger Games: Mockingjay - Part 1#The Day After Tomorrow#The Island#Planet of the Apes
51497,Fast Five,http://dbpedia.org/resource/Fast_Five,Action Thriller Crime,The Fast and the Furious#Gone in Sixty Seconds
58574,Sherlock Holmes: A Game of Shadows,http://dbpedia.org/resource/Sherlock_Holmes:_A_Game_of_Shadows,Adventure Action Crime Mystery,The Amazing Spider-Man 2#Mission: Impossible III#Penguins of Madagascar#Total Recall#The Aviator#Stuart Little
18823,Clash of the Titans,http://dbpedia.org/resource/Clash_of_the_Titans_(2010_film),Adventure Fantasy Action,Pirates of the Caribbean: At World's End#Spider-Man 3#Batman v Superman: Dawn of Justice#Pirates of the Caribbean: Dead Man's Chest#Pirates of the Caribbean: On Stranger Tides#The Hobbit: The Battle of the Five Armies#The Amazing Spider-Man#Spider-Man 2#The Amazing Spider-Man 2#The Mummy: Tomb of the Dragon Emperor#The Hobbit: An Unexpected Journey#Warcraft#Thor: The Dark World#Thor#Pirates of the Caribbean: The Curse of the Black Pearl#The 13th Warrior#The Lord of the Rings: The Fellowship of the Ring
861,Total Recall,http://dbpedia.org/resource/Total_Recall_(2012_film),Action Adventure Science Fiction,John Carter#Avengers: Age of Ultron#The Avengers#Captain America: Civil War#Iron Man 3#Transformers: Revenge of the Fallen#Transformers: Age of Extinction#TRON: Legacy#Star Trek Into Darkness#Pacific Rim#Transformers: Dark of the Moon#Star Trek Beyond#Iron Man#Iron Man 2#Captain America: The Winter Soldier#Independence Day: Resurgence#Guardians of the Galaxy#X-Men: First Class#Transformers#Star Trek#Captain America: The First Avenger#The Incredible Hulk#Ant-Man#After Earth#Star Wars: Episode III - Revenge of the Sith#Star Wars: Episode II - Attack of the Clones#Star Wars: Episode I - The Phantom Menace#Ender's Game
1911,The 13th Warrior,http://dbpedia.org/resource/The_13th_Warrior,Adventure Fantasy Action,Pirates of the Caribbean: At World's End#Spider-Man 3#Batman v Superman: Dawn of Justice#Pirates of the Caribbean: Dead Man's Chest#Pirates of the Caribbean: On Stranger Tides#The Hobbit: The Battle of the Five Armies#The Amazing Spider-Man#Spider-Man 2#The Amazing Spider-Man 2#The Mummy: Tomb of the Dragon Emperor#The Hobbit: An Unexpected Journey#Warcraft#Thor: The Dark World#Thor#Pirates of the Caribbean: The Curse of the Black Pearl#Clash of the Titans#The Lord of the Rings: The Fellowship of the Ring
49040,The Bourne Legacy,http://dbpedia.org/resource/The_Bourne_Legacy_(film),Action Thriller,Jason Bourne#Live Free or Die Hard#True Lies
415,Batman & Robin,http://dbpedia.org/resource/Batman_%26_Robin_(film),Action Crime Fantasy,Batman Forever
8871,How the Grinch Stole Christmas,http://dbpedia.org/resource/How_the_Grinch_Stole_Christmas_(2000_film),Family Comedy Fantasy,The Cat in the Hat
435,The Day After Tomorrow,http://dbpedia.org/resource/The_Day_After_Tomorrow,Action Adventure Science Fiction Thriller,Battleship#Jurassic World#Green Lantern#G.I. Joe: The Rise of Cobrav#The Hunger Games: Mockingjay - Part 2#Terminator Genisys#X-Men Origins: Wolverine#The Matrix Revolutions#The Matrix Reloaded#Mad Max: Fury Road#Armageddon#G.I. Joe: Retaliation#The Hunger Games: Catching Fire#The Hunger Games: Mockingjay - Part 1#X2#The Island#Planet of the Apes
955,Mission: Impossible II,http://dbpedia.org/resource/Mission:_Impossible_2,Adventure Action Thriller,Mission: Impossible (film)
2133,The Perfect Storm,http://dbpedia.org/resource/The_Perfect_Storm_(film),Drama,Australia#The Aviator#Ali
1979,Fantastic 4: Rise of the Silver Surfer,http://dbpedia.org/resource/Fantastic_Four:_Rise_of_the_Silver_Surfer,Adventure Fantasy Action Thriller,Fantastic Four
87827,Life of Pi,http://dbpedia.org/resource/Life_of_Pi_(film),Adventure Drama Action,King Kong#Exodus: Gods and Kings#The Huntsman: Winter's War#Gladiator
1250,Ghost Rider,http://dbpedia.org/resource/Ghost_Rider_(2007_film),Thriller Action Fantasy Horror,Mission: Impossible (film)
324668,Jason Bourne,http://dbpedia.org/resource/Jason_Bourne_(film),Action Thriller,The Bourne Legacy#Live Free or Die Hard#True Lies
9471,Charlie's Angels: Full Throttle,http://dbpedia.org/resource/Charlie%27s_Angels:_Full_Throttle,Action Adventure Comedy,Around the World in 80 Days
70981,Prometheus,http://dbpedia.org/resource/Prometheus_(2012_film),Science Fiction Adventure Mystery,Exodus: Gods and Kings#Kingdom of Heaven#The Martian#Gladiator#American Gangster
10996,Stuart Little 2,http://dbpedia.org/resource/Stuart_Little_2,Family Adventure Animation Comedy,Cars 2#Up#Wreck-It Ralph#Bolt#Bee Movie#Flushed Away#Penguins of Madagascar#Kung Fu Panda#Rio 2
68724,Elysium,http://dbpedia.org/resource/Elysium_(film),Science Fiction Action Drama Thriller,Dawn of the Planet of the Apes
2789,The Chronicles of Riddick,http://dbpedia.org/resource/The_Chronicles_of_Riddick,Action Science Fiction,Edge of Tomorrow#RoboCop
97020,RoboCop,http://dbpedia.org/resource/RoboCop,Action Science Fiction,Edge of Tomorrow#The Chronicles of Riddick
7459,Speed Racer,http://dbpedia.org/resource/Speed_Racer_(film),Action Family Science Fiction,Jupiter Ascending
42888,How Do You Know,http://dbpedia.org/resource/How_Do_You_Know,Comedy Drama Romance,
37834,Knight and Day,http://dbpedia.org/resource/Knight_and_Day,Action Comedy,The Wolverine#Star Wars: Episode I - The Phantom Menace
75612,Oblivion,http://dbpedia.org/resource/Oblivion_(2013_film),Action Science Fiction Adventure Mystery,TRON: Legacy
1895,Star Wars: Episode III - Revenge of the Sith,http://dbpedia.org/resource/Star_Wars:_Episode_III_-_Revenge_of_the_Sith,Science Fiction Adventure Action,Total Recall#Star Wars: Episode II - Attack of the Clones#Star Wars: Episode I - The Phantom Menace#Ender's Game
1894,Star Wars: Episode II - Attack of the Clones,http://dbpedia.org/resource/Star_Wars:_Episode_II_-_Attack_of_the_Clones,Adventure Action Science Fiction,Total Recall#Star Wars: Episode III - Revenge of the Sith#Star Wars: Episode I - The Phantom Menace#Ender's Game
76170,The Wolverine,http://dbpedia.org/resource/The_Wolverine_(film),Action Science Fiction Adventure Fantasy,Avatar#Superman Returns#Man of Steel#X-Men: Days of Future Past#Jupiter Ascending
1893,Star Wars: Episode I - The Phantom Menace,http://dbpedia.org/resource/Star_Wars:_Episode_I_-_The_Phantom_Menace,Adventure Action Science Fiction,Total Recall#Star Wars: Episode III - Revenge of the Sith#Star Wars: Episode II - Attack of the Clones#Ender's Game
49519,The Croods,http://dbpedia.org/resource/The_Croods,Adventure Animation Comedy Family Fantasy,Shrek Forever After#Shrek the Third#The Smurfs#The Emperor's New Groove
2395,Asterix at the Olympic Games,http://dbpedia.org/resource/Asterix_at_the_Olympic_Games_(film),Fantasy Adventure Comedy Family,Night at the Museum: Secret of the Tomb
12100,Windtalkers,http://dbpedia.org/resource/Windtalkers,Drama Action History War,The Last Samurai#The Patriot
290595,The Huntsman: Winter's War,http://dbpedia.org/resource/The_Huntsman:_Winter%27s_War,Action Adventure Drama,King Kong#Exodus: Gods and Kings#Life of Pi#Gladiator
98566,Teenage Mutant Ninja Turtles,http://dbpedia.org/resource/Teenage_Mutant_Ninja_Turtles,Adventure Action Fantasy Comedy,Teenage Mutant Ninja Turtles: Out of the Shadows
49047,Gravity,http://dbpedia.org/resource/Gravity_(2013_film),Science Fiction Thriller Drama,Mission: Impossible (film)
9619,Dante's Peak,http://dbpedia.org/resource/Dante%27s_Peak,Action Adventure Thriller,Quantum of Solace#Skyfall#Mission: Impossible - Rogue Nation#Mission: Impossible III#Die Another Day#The World Is Not Enough#Mission: Impossible II#Tomorrow Never Dies#Speed 2: Cruise Control#Casino Royale#The Expendables 2#Mission: Impossible - Ghost Protocol#Mission: Impossible (film)
308531,Teenage Mutant Ninja Turtles: Out of the Shadows,http://dbpedia.org/resource/Teenage_Mutant_Ninja_Turtles:_Out_of_the_Shadows,Action Adventure Fantasy Comedy,Teenage Mutant Ninja Turtles
166424,Fantastic Four,http://dbpedia.org/resource/Fantastic_Four_(2005_film),Adventure Fantasy Action Thriller,Fantastic 4: Rise of the Silver Surfer
